dataset,num_rows,num_cols,total_missing,duplicate_rows,density,numeric_ratio,category_ratio,object_ratio,int_ratio,mean_of_means,std_of_stds,skewness_avg,kurtosis_avg,outlier_ratio,avg_entropy,max_entropy,entropy_variance,computed_entropy_cols,has_time_series,high_cardinality_ratio,anomaly_score,baseline_RF,step1_acc_RF,step2_acc_RF,optimized_RF,improvement_RF,strategy_RF,best_step_order_RF,baseline_KNN,step1_acc_KNN,step2_acc_KNN,optimized_KNN,improvement_KNN,strategy_KNN,best_step_order_KNN,baseline_NB,step1_acc_NB,step2_acc_NB,optimized_NB,improvement_NB,strategy_NB,best_step_order_NB
anuragmishra2311_restaurant-reviews__Restaurant_Reviews.csv,1000,2,0,4,0.9999999999995,0.0,0.0,0.5,0.5,0.5,,0.0,-2.0,0.0,3.7976786410488,6.902210101537655,9.63811558916506,2,0,0.5,-0.013344145083240498,0.585,0.5850131568694444,0.5850131568694444,0.5850131568694444,1.3156869444475028e-05,Draw,"['discretize', 'features']",0.596,0.5960301618984254,0.5960301618984254,0.5960301618984254,3.0161898425418165e-05,Draw,"['discretize', 'features']",0.487,0.5540180899462337,0.5540150929372487,0.5540180899462337,0.0670180899462337,discretize_first,"['discretize', 'features']"
birds-bones-and-living-habits__bird.csv,420,12,15,0,0.9970238095236116,0.8333333333333334,0.0,0.08333333333333333,0.08333333333333333,45.575650516694196,37.1506628946143,0.0,-1.2000136055193056,0.014285714285714285,1.5801458473562358,2.1971734341399576,0.06613953844942384,12,0,0.5,0.0542916348203128,0.781,0.8404761904761905,0.7976190476190476,0.8404761904761905,0.05947619047619046,discretize_first,"['discretize', 'features']",0.8214,0.8214285714285715,0.8428571428571429,0.8428571428571429,0.02145714285714284,features_first,"['features', 'discretize']",0.7119,0.8380952380952381,0.8357142857142857,0.8380952380952381,0.12619523809523814,discretize_first,"['discretize', 'features']"
churn-in-telecoms-dataset__bigml_59c28831336c6604c800002a.csv,3333,21,0,0,0.9999999999999857,0.38095238095238093,0.0,0.19047619047619047,0.38095238095238093,94.02254594209421,19.975893826034962,0.261615292136843,0.35571743680267853,0.004106660666066606,1.8724070604679544,8.111628078307735,2.477656238994259,21,0,0.047619047619047616,0.052555768436865505,0.9472,0.9471947194719471,0.9471947194719471,0.9471947194719471,-5.2805280529311105e-06,baseline,"['discretize', 'features']",0.8599,0.8793879387938794,0.8640864086408641,0.8793879387938794,0.019487938793879445,discretize_first,"['discretize', 'features']",0.8671,0.867086708670867,0.867086708670867,0.867086708670867,-1.3291329132969487e-05,baseline,"['discretize', 'features']"
bank-marketing-dataset__bank.csv,10000,17,0,0,0.9999999999999942,0.0,0.0,0.5882352941176471,0.4117647058823529,292.37867142857147,1177.7361988207583,3.7969362306039107,44.65953797519295,0.014,0.9915229850635389,2.2814264505328423,0.4742873000133494,17,0,0.0,0.07297166365248059,0.8065,0.8064890108355272,0.8064890108355272,0.8064890108355272,-1.098916447284104e-05,baseline,"['discretize', 'features']",0.7333,0.733292178751039,0.733292178751039,0.733292178751039,-7.821248960926397e-06,baseline,"['discretize', 'features']",0.7328,0.737411273225007,0.73284605248329,0.737411273225007,0.004611273225006984,discretize_first,"['discretize', 'features']"
braindeadcoder_advertising__advertising.csv,1000,10,0,0,0.9999999999999,0.3,0.0,0.4,0.3,9213.665063333334,5470.8469199344145,-0.08326812341672925,-1.145399413789888,0.0003333333333333333,3.608955833165736,6.907755278982134,6.083804067545854,10,0,0.5,0.0007021936713632554,0.964,0.9639999280717845,0.9640029250807695,0.9640029250807695,2.9250807694891634e-06,features_first,"['features', 'discretize']",0.645,0.9649919380458303,0.9590039140937345,0.9649919380458303,0.31999193804583026,discretize_first,"['discretize', 'features']",0.964,0.9649979320638004,0.9650009290727853,0.9650009290727853,0.0010009290727853726,features_first,"['features', 'discretize']"
aashnaprasad_heart-disease-detection-dataset__datasets_33180_43520_heart.csv,303,14,0,1,0.9999999999997642,0.07142857142857142,0.0,0.0,0.9285714285714286,42.18434700612919,14.601099749666268,0.36373659745345177,0.08548267029100379,0.003771805752003772,1.1162379625577574,1.896440728650816,0.2214082934413397,14,0,0.0,0.021817852305447395,0.8284,0.8283828382838284,0.8283828382838284,0.8283828382838284,-1.7161716171609775e-05,baseline,"['discretize', 'features']",0.6304,0.8184818481848186,0.8052805280528054,0.8184818481848186,0.18808184818481866,discretize_first,"['discretize', 'features']",0.8053,0.8217821782178217,0.8151815181518153,0.8217821782178217,0.01648217821782172,discretize_first,"['discretize', 'features']"
birdy654_eeg-brainwave-dataset-feeling-emotions__emotions.csv,2132,2549,0,0,0.9999999999999998,0.9996076892899176,0.0,0.00039231071008238524,0.0,3698733411117.9688,2230328020438364.2,0.584313648175943,141.53916540753116,0.016108171512218685,0.8899124556919025,2.0684718258008092,0.2161848763325663,2549,0,0.0,0.10465817192328646,0.9831,0.9831111375236888,0.9831111375236888,0.9831111375236888,1.1137523688864448e-05,Draw,"['discretize', 'features']",0.719,0.9606010182048692,0.959664692326486,0.9606010182048692,0.24160101820486923,discretize_first,"['discretize', 'features']",0.416,0.9141696876052375,0.9146292664566866,0.9146292664566866,0.49862926645668665,features_first,"['features', 'discretize']"
bbyclub_hearth-disease__heart.csv,303,14,0,1,0.9999999999997642,0.07142857142857142,0.0,0.0,0.9285714285714286,42.18434700612919,14.601099749666268,0.36373659745345177,0.08548267029100379,0.003771805752003772,1.1162379625577574,1.896440728650816,0.2214082934413397,14,0,0.0,0.021817852305447395,0.8284,0.8283828382838284,0.8283828382838284,0.8283828382838284,-1.7161716171609775e-05,baseline,"['discretize', 'features']",0.6304,0.8085808580858086,0.8151815181518153,0.8151815181518153,0.18478151815181532,features_first,"['features', 'discretize']",0.8053,0.8283828382838284,0.8052805280528054,0.8283828382838284,0.0230828382838284,discretize_first,"['discretize', 'features']"
alihussain1993_lower-back-pain-symptoms-datasetlabelled__Dataset_spine.csv,310,13,0,0,0.9999999999997519,0.9230769230769231,0.0,0.07692307692307693,0.0,31.293896624736018,9.713650963472416,0.5675770349494577,2.9405187565064135,0.003494623655913978,1.77236046825974,2.193503449849837,0.26073401330836404,13,0,0.9230769230769231,0.03334006060278727,0.7074,0.8007841672890216,0.8007841672890216,0.8007841672890216,0.09338416728902155,Draw,"['discretize', 'features']",0.7235,0.7235187951207368,0.7235187951207368,0.7235187951207368,1.879512073676981e-05,Draw,"['discretize', 'features']",0.7722,0.7786905650983321,0.7786905650983321,0.7786905650983321,0.006490565098332124,Draw,"['discretize', 'features']"
braindeadcoder_lending-club-data__loan_data.csv,9578,14,0,0,0.9999999999999927,0.42857142857142855,0.0,0.07142857142857142,0.5,1736.7612149862882,9323.193678969577,2.23541540290617,30.674827981044555,0.011219621889907962,1.2004248448285202,2.17309027144061,0.6383508602632357,14,0,0.0,0.05237872548943931,0.7594,0.839945705426527,0.839945705426527,0.839945705426527,0.08054570542652706,Draw,"['discretize', 'features']",0.8197,0.839945705426527,0.839945705426527,0.839945705426527,0.02024570542652704,Draw,"['discretize', 'features']",0.7998,0.8400501331625336,0.839945705426527,0.8400501331625336,0.040250133162533674,discretize_first,"['discretize', 'features']"
adammaus_predicting-churn-for-bank-customers__Churn_Modelling.csv,10000,14,0,0,0.9999999999999929,0.14285714285714285,0.0,0.21428571428571427,0.6428571428571429,1443019.5105880909,29887.788580147335,0.18795009617779035,-0.7000423538481398,0.0018272727272727273,1.8863003426782805,7.434633869260355,2.842906237353707,14,0,0.21428571428571427,-0.004602665266873364,0.639,0.8532997570902862,0.8548996171362787,0.8548996171362787,0.2158996171362787,features_first,"['features', 'discretize']",0.761,0.8311995566683242,0.82179978645735,0.8311995566683242,0.07019955666832423,discretize_first,"['discretize', 'features']",0.7858,0.8196997564183532,0.8196997564183532,0.8196997564183532,0.03389975641835319,Draw,"['discretize', 'features']"
altruistdelhite04_loan-prediction-problem-dataset__train_u6lujuX_CVtuZ9i.csv,614,13,149,0,0.9813329992481857,0.3076923076923077,0.0,0.6153846153846154,0.07692307692307693,1502.7918884316891,2693.3730667667496,6.998371623619912,72.14770844976361,0.013029315960912053,1.1222558223462458,6.41999492814714,2.4291239237217117,13,0,0.07692307692307693,0.09217967255358811,0.6224,0.8094850948509485,0.8094850948509485,0.8094850948509485,0.1870850948509486,Draw,"['discretize', 'features']",0.6108,0.8094850948509485,0.7818029650884745,0.8094850948509485,0.19868509485094854,discretize_first,"['discretize', 'features']",0.79,0.8094850948509485,0.8094850948509485,0.8094850948509485,0.019485094850948514,Draw,"['discretize', 'features']"
avhikj_churn-predictions-personal__Churn_Predictions.csv,10000,14,0,0,0.9999999999999929,0.14285714285714285,0.0,0.21428571428571427,0.6428571428571429,1443019.5105880909,29887.788580147335,0.18795009617779035,-0.7000423538481398,0.0018272727272727273,1.8863003426782805,7.434633869260355,2.842906237353707,14,0,0.21428571428571427,-0.004602665266873364,0.639,0.8552996571402791,0.827100406501358,0.8552996571402791,0.2162996571402791,discretize_first,"['discretize', 'features']",0.761,0.8369997167683175,0.8336019864733925,0.8369997167683175,0.07599971676831752,discretize_first,"['discretize', 'features']",0.7858,0.825099606541338,0.8297999266033381,0.8297999266033381,0.04399992660333807,features_first,"['features', 'discretize']"
chirin_africa-economic-banking-and-systemic-crisis-data__african_crises.csv,1059,14,0,0,0.9999999999999325,0.21428571428571427,0.0,0.21428571428571427,0.5714285714285714,2081.520818771125,203734.34267286584,5.050234893208455,105.57941065672095,0.016052880075542966,0.8923359779002019,2.522108934825158,0.8183859397597822,14,0,0.07142857142857142,0.060309955382044034,0.9707,0.9773371104815863,0.9773371104815863,0.9773371104815863,0.006637110481586328,Draw,"['discretize', 'features']",0.8895,0.9773371104815863,0.9773371104815863,0.9773371104815863,0.08783711048158638,Draw,"['discretize', 'features']",0.9008,0.9773371104815863,0.9773371104815863,0.9773371104815863,0.07653711048158629,Draw,"['discretize', 'features']"
chandanabhatt_credit-card__cc_approvals.csv,689,16,0,0,0.9999999999999093,0.125,0.0,0.75,0.125,257.0636502177068,2604.6727823293722,5.651731719342438,69.12977599091782,0.015965166908563134,1.3388831790924798,5.670366295519993,2.0993250548140434,16,0,0.0,0.08495411345915851,0.8461,0.8548066578064679,0.8461173343459275,0.8548066578064679,0.008706657806467955,discretize_first,"['discretize', 'features']",0.6328,0.841769508258971,0.8272704259224101,0.841769508258971,0.20896950825897098,discretize_first,"['discretize', 'features']",0.7867,0.8548066578064679,0.8548066578064679,0.8548066578064679,0.06810665780646796,Draw,"['discretize', 'features']"
ankitshandilya_silhouette-of-vehicles-dataset__vehicle.csv,846,19,41,0,0.9974492970013066,0.7368421052631579,0.0,0.05263157894736842,0.21052631578947367,117.60944669752023,39.942033123129434,1.7942320471484288,13.97409379988045,0.002889414236931967,1.8059513530409068,2.191077339723044,0.16898086942348178,19,0,0.0,0.04761991352734592,0.9492,0.9491725768321513,0.9491725768321513,0.9491725768321513,-2.742316784876131e-05,baseline,"['discretize', 'features']",0.8333,0.9113475177304965,0.8971631205673759,0.9113475177304965,0.07804751773049645,discretize_first,"['discretize', 'features']",0.6076,0.6300236406619385,0.6513002364066194,0.6513002364066194,0.04370023640661935,features_first,"['features', 'discretize']"
affablekarthik_titanic-survival-prediction__titanic_data.csv,891,9,177,0,0.9779274223717448,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,73.07148679229267,94.73036469229187,1.8435165499526398,9.407175918133808,0.01074234407567741,1.7459507287777167,6.792344427470811,3.504352429156937,9,0,0.2222222222222222,0.036308274911854586,0.8081,0.8080808080808081,0.8080808080808081,0.8080808080808081,-1.919191919197427e-05,baseline,"['discretize', 'features']",0.578,0.7991021324354657,0.7867564534231201,0.7991021324354657,0.22110213243546573,discretize_first,"['discretize', 'features']",0.7811,0.7890011223344557,0.7901234567901234,0.7901234567901234,0.009023456790123396,features_first,"['features', 'discretize']"
blastchar_telco-customer-churn__WA_Fn-UseC_-Telco-Customer-Churn.csv,7043,21,0,0,0.9999999999999933,0.047619047619047616,0.0,0.8571428571428571,0.09523809523809523,32.43166264375976,15.806902774781191,0.6174178213844754,-0.42789361107119545,0.0,1.7454457614131493,8.859789494745414,5.444445894969662,21,0,0.09523809523809523,-0.01787445836134494,0.7919,0.7918507611901767,0.7918507611901767,0.7918507611901767,-4.923880982332651e-05,baseline,"['discretize', 'features']",0.6855,0.768564784940578,0.768564784940578,0.768564784940578,0.08306478494057801,Draw,"['discretize', 'features']",0.7555,0.783899099627468,0.7813434914072285,0.783899099627468,0.028399099627468005,discretize_first,"['discretize', 'features']"
ashishs0ni_iris-dataset__Iris.csv,150,6,0,0,0.9999999999988889,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,17.870933333333333,19.012151525971746,0.05336005096729103,-0.852567253444062,0.0013333333333333335,1.71451976799506,2.079172448034681,0.0934105607678493,6,0,0.16666666666666666,0.02299797515270224,0.9533,0.9866666666666667,0.9933333333333333,0.9933333333333333,0.040033333333333254,features_first,"['features', 'discretize']",0.7867,0.9866666666666667,0.9933333333333333,0.9933333333333333,0.20663333333333334,features_first,"['features', 'discretize']",0.98,0.9933333333333333,0.9933333333333333,0.9933333333333333,0.013333333333333308,Draw,"['discretize', 'features']"
ashutosh94_titanic-dataset__titanictrain.csv,891,12,866,0,0.9190048634492219,0.16666666666666666,0.0,0.4166666666666667,0.4166666666666667,73.07148679229267,94.73036469229187,1.8435165499526398,9.407175918133808,0.01074234407567741,2.3142699148756587,6.792344427470811,5.018840666898421,12,0,0.16666666666666666,0.036308274911854586,0.8148,0.8148148148148149,0.8148148148148149,0.8148148148148149,1.481481481491187e-05,Draw,"['discretize', 'features']",0.6128,0.7934904601571269,0.8002244668911335,0.8002244668911335,0.18742446689113346,features_first,"['features', 'discretize']",0.771,0.7867564534231201,0.7867564534231201,0.7867564534231201,0.015756453423120043,Draw,"['discretize', 'features']"
baguskurniawanadhi_iklancsv__Iklan_sosmed.csv,400,5,0,0,0.9999999999995,0.0,0.0,0.2,0.8,3940330.0675,34160.86083047824,0.320978364486412,-0.9686190747036428,0.0,1.5451938879687002,2.1921160771375323,0.5095754664168591,5,0,0.2,-0.0010536312080685738,0.86,0.872554520629933,0.8924363146672651,0.8924363146672651,0.032436314667265154,features_first,"['features', 'discretize']",0.7174,0.894979987281637,0.8699360341151386,0.894979987281637,0.17757998728163693,discretize_first,"['discretize', 'features']",0.8724,0.8924924250925822,0.8924924250925822,0.8924924250925822,0.020092425092582245,Draw,"['discretize', 'features']"
annatshngryan_heart-csv__heart.csv,303,14,0,1,0.9999999999997642,0.07142857142857142,0.0,0.0,0.9285714285714286,42.18434700612919,14.601099749666268,0.36373659745345177,0.08548267029100379,0.003771805752003772,1.1162379625577574,1.896440728650816,0.2214082934413397,14,0,0.0,0.021817852305447395,0.8284,0.8283828382838284,0.8283828382838284,0.8283828382838284,-1.7161716171609775e-05,baseline,"['discretize', 'features']",0.6304,0.7920792079207922,0.821782178217822,0.821782178217822,0.191382178217822,features_first,"['features', 'discretize']",0.8053,0.8250825082508251,0.8217821782178217,0.8250825082508251,0.01978250825082506,discretize_first,"['discretize', 'features']"
bluepanda98_users-of-a-social-network-who-bought-an-suv__Social_Network_Ads.csv,400,5,0,0,0.9999999999995,0.0,0.0,0.2,0.8,3940955.0675,42726.13748199858,1.4668397809062963,12.939248077583997,0.000625,1.2478655309479105,2.124305954309322,0.47849545071986543,5,0,0.2,0.009394911034369775,0.8625,0.8800733176224144,0.8800733176224144,0.8800733176224144,0.01757331762241432,Draw,"['discretize', 'features']",0.7174,0.870029551490667,0.8900048629035275,0.8900048629035275,0.1726048629035275,features_first,"['features', 'discretize']",0.8624,0.882504769386152,0.8775109415329369,0.882504769386152,0.02010476938615191,discretize_first,"['discretize', 'features']"
amanwadhwa_wine-quality-from-chemical-properties__winequality.csv,1599,12,0,240,0.9999999999999478,0.9166666666666666,0.0,0.0,0.08333333333333333,7.926036165311653,9.521897457645458,1.559539907411162,7.613499725911218,0.010006253908692935,1.4709072007618464,1.8536091349311559,0.10325190548067979,12,0,0.0,0.0708772533171589,0.5566,0.5728580362726704,0.5378361475922451,0.5728580362726704,0.016258036272670418,discretize_first,"['discretize', 'features']",0.4515,0.517198248905566,0.517198248905566,0.517198248905566,0.06569824890556597,Draw,"['discretize', 'features']",0.5416,0.564102564102564,0.5584740462789243,0.564102564102564,0.022502564102564016,discretize_first,"['discretize', 'features']"
aljarah_xAPI-Edu-Data__xAPI-Edu-Data.csv,480,17,0,2,0.9999999999998774,0.0,0.0,0.7647058823529411,0.23529411764705882,45.69375,2.958765095037915,0.11124040125854498,-1.276953457092037,0.0,1.3372220068206826,2.3419366196460647,0.4052844747228881,17,0,0.0,0.00582354032905296,0.6604,0.6791666666666667,0.6791666666666667,0.6791666666666667,0.01876666666666671,Draw,"['discretize', 'features']",0.5687,0.6875,0.7125,0.7125,0.14380000000000004,features_first,"['features', 'discretize']",0.7062,0.7062499999999999,0.7062499999999999,0.7062499999999999,4.999999999988347e-05,Draw,"['discretize', 'features']"
analyze-helpdesk-tickets__WA_Fn-UseC_-IT-Help-Desk.csv,10000,10,0,0,0.99999999999999,0.0,0.0,0.6,0.4,1507.5501499999998,1369.7242408450325,0.35720947621608246,-0.37140630979827205,0.00475,1.46403935911986,2.3025850929940455,0.4078317214388907,10,0,0.1,-0.0062728704052652465,0.2827,0.3581900077715603,0.3181300025636003,0.3581900077715603,0.07549000777156029,discretize_first,"['discretize', 'features']",0.245,0.3200199803642003,0.3200199803642003,0.3200199803642003,0.07501998036420032,Draw,"['discretize', 'features']",0.3154,0.32027998806417535,0.31869000306370737,0.32027998806417535,0.0048799880641753335,discretize_first,"['discretize', 'features']"
absenteeismatwork__Absenteeism_at_work.csv,740,15,0,34,0.9999999999999098,0.06666666666666667,0.0,0.0,0.9333333333333333,50.067186846846845,18.050799041232516,0.8264917045729113,3.453891184358942,0.0081981981981982,1.5969565481394208,2.2567679487624175,0.4000605058895534,15,0,0.0,0.01998751577875512,0.3986,0.43645699614890887,0.39864279209593717,0.43645699614890887,0.03785699614890886,discretize_first,"['discretize', 'features']",0.3041,0.4338237714360949,0.4338237714360949,0.4338237714360949,0.12972377143609493,Draw,"['discretize', 'features']",0.2622,0.36624315635868915,0.37570082178554576,0.37570082178554576,0.11350082178554577,features_first,"['features', 'discretize']"
antoine62_hired__data_v1.0.csv,10000,13,486,0,0.9962615384615308,0.3076923076923077,0.0,0.46153846153846156,0.23076923076923078,6438.964955791496,2032.079272324755,0.7829921315268816,0.3725633514323617,0.0016285714285714287,1.8639084105342876,7.411081176822168,2.884592193300004,13,1,0.15384615384615385,0.03759548338493365,0.6368,0.9081998645342261,0.905599957025851,0.9081998645342261,0.27139986453422604,discretize_first,"['discretize', 'features']",0.5657,0.8934998644607224,0.8975498944824736,0.8975498944824736,0.3318498944824736,features_first,"['features', 'discretize']",0.8849,0.8853999994269713,0.8853999994269713,0.8853999994269713,0.0004999994269713204,Draw,"['discretize', 'features']"
abalone-dataset__abalone.csv,4177,9,0,0,0.9999999999999735,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,1.576576041417285,1.0870017828011014,0.6818404482316658,9.932008017979111,0.0059851568111084505,1.5492995158153902,1.9038079238296417,0.17160744871662453,9,0,0.0,0.04889968011167162,0.2504,0.2523399702398143,0.25305406342055103,0.25305406342055103,0.0026540634205510227,features_first,"['features', 'discretize']",0.2358,0.24898696410349505,0.23581973221333818,0.24898696410349505,0.013186964103495041,discretize_first,"['discretize', 'features']",0.2325,0.26239159673573126,0.26239589435959215,0.26239589435959215,0.02989589435959214,features_first,"['features', 'discretize']"
abhinavralhan_titanic__train.csv,891,12,866,0,0.9190048634492219,0.16666666666666666,0.0,0.4166666666666667,0.4166666666666667,73.07148679229267,94.73036469229187,1.8435165499526398,9.407175918133808,0.01074234407567741,2.3142699148756587,6.792344427470811,5.018840666898421,12,0,0.16666666666666666,0.036308274911854586,0.8148,0.8148148148148149,0.8148148148148149,0.8148148148148149,1.481481481491187e-05,Draw,"['discretize', 'features']",0.6128,0.7934904601571269,0.7957351290684623,0.7957351290684623,0.18293512906846232,features_first,"['features', 'discretize']",0.771,0.7867564534231201,0.787878787878788,0.787878787878788,0.016878787878787938,features_first,"['features', 'discretize']"
car-evaluation-data-set__car_evaluation.csv,1727,7,0,0,0.9999999999999173,0.0,0.0,1.0,0.0,,,,,,1.1843929877103254,1.38629385799666,0.0379601983489898,7,0,0.0,,0.7713,0.7822795893719806,0.7713003220611916,0.7822795893719806,0.010979589371980625,discretize_first,"['discretize', 'features']",0.7007,0.8054639694041867,0.750426731078905,0.8054639694041867,0.10476396940418675,discretize_first,"['discretize', 'features']",0.5518,0.7000583735909823,0.7000583735909823,0.7000583735909823,0.14825837359098237,Draw,"['discretize', 'features']"
