dataset,num_rows,num_cols,total_missing,duplicate_rows,density,numeric_ratio,category_ratio,object_ratio,int_ratio,mean_of_means,std_of_stds,skewness_avg,kurtosis_avg,outlier_ratio,avg_entropy,max_entropy,entropy_variance,computed_entropy_cols,has_time_series,high_cardinality_ratio,anomaly_score,baseline_RF,optimized_RF,improvement_RF,strategy_RF,config_RF,baseline_KNN,optimized_KNN,improvement_KNN,strategy_KNN,config_KNN,baseline_NB,optimized_NB,improvement_NB,strategy_NB,config_NB
anuragmishra2311_restaurant-reviews__Restaurant_Reviews.csv,1000,2,0,4,0.9999999999995,0.0,0.0,0.5,0.5,0.5,,0.0,-2.0,0.0,3.7976786410488,6.902210101537655,9.63811558916506,2,0,0.5,-0.013344145083240498,0.57,0.5990271708834584,0.02902717088345841,rebalance_first,"rebalance: SMOTE(k_neighbors=6)
features: FeatureUnion(pca__n_components=1, selectkbest__k=1)",0.585,0.5980321639004273,0.013032163900427385,rebalance_first,"rebalance: SMOTE(k_neighbors=7)
features: None",0.475,0.4870139600678523,0.012013960067852325,rebalance_first,"rebalance: None
features: PCA(n_components=1)"
birds-bones-and-living-habits__bird.csv,420,12,15,0,0.9970238095236116,0.8333333333333334,0.0,0.08333333333333333,0.08333333333333333,45.575650516694196,37.1506628946143,0.0,-1.2000136055193056,0.014285714285714285,1.5801458473562358,2.1971734341399576,0.06613953844942384,12,0,0.5,0.0542916348203128,0.9761904761904762,0.8404761904761905,-0.13571428571428568,baseline,"rebalance: None
features: PCA(n_components=4)",0.9880952380952381,0.8428571428571429,-0.14523809523809528,baseline,"rebalance: None
features: FeatureUnion(pca__n_components=4, selectkbest__k=2)",0.8690476190476191,0.8476190476190476,-0.021428571428571463,baseline,"rebalance: SMOTE(k_neighbors=7)
features: FeatureUnion(pca__n_components=4, selectkbest__k=1)"
churn-in-telecoms-dataset__bigml_59c28831336c6604c800002a.csv,3333,21,0,0,0.9999999999999857,0.38095238095238093,0.0,0.19047619047619047,0.38095238095238093,94.02254594209421,19.975893826034962,0.261615292136843,0.35571743680267853,0.004106660666066606,1.8724070604679544,8.111628078307735,2.477656238994259,21,0,0.047619047619047616,0.052555768436865505,0.9475262368815592,0.9471947194719471,-0.0003315174096121254,baseline,"rebalance: None
features: None",0.8650674662668666,0.867986798679868,0.002919332413001463,rebalance_first,"rebalance: None
features: SelectKBest(k=4)",0.8515742128935532,0.867086708670867,0.01551249577731384,rebalance_first,"rebalance: None
features: None"
bank-marketing-dataset__bank.csv,10000,17,0,0,0.9999999999999942,0.0,0.0,0.5882352941176471,0.4117647058823529,292.37867142857147,1177.7361988207583,3.7969362306039107,44.65953797519295,0.014,0.9915229850635389,2.2814264505328423,0.4742873000133494,17,0,0.0,0.07297166365248059,0.8351992834751455,0.8149997736377568,-0.02019950983738872,baseline,"features: None
rebalance: SMOTE(k_neighbors=7)",0.748320644872369,0.7337397017219907,-0.01458094315037839,baseline,"rebalance: SMOTE(k_neighbors=7)
features: None",0.7501119570085087,0.73284605248329,-0.0172659045252187,baseline,"rebalance: None
features: None"
braindeadcoder_advertising__advertising.csv,1000,10,0,0,0.9999999999999,0.3,0.0,0.4,0.3,9213.665063333334,5470.8469199344145,-0.08326812341672925,-1.145399413789888,0.0003333333333333333,3.608955833165736,6.907755278982134,6.083804067545854,10,0,0.5,0.0007021936713632554,0.93,0.9659959360558164,0.0359959360558163,rebalance_first,"rebalance: NearMiss(n_neighbors=2)
features: FeatureUnion(pca__n_components=2, selectkbest__k=3)",0.6,0.9470038901176626,0.34700389011766264,rebalance_first,"rebalance: NearMiss(n_neighbors=2)
features: SelectKBest(k=3)",0.945,0.9650009290727853,0.02000092907278539,rebalance_first,"rebalance: None
features: FeatureUnion(pca__n_components=1, selectkbest__k=3)"
aashnaprasad_heart-disease-detection-dataset__datasets_33180_43520_heart.csv,303,14,0,1,0.9999999999997642,0.07142857142857142,0.0,0.0,0.9285714285714286,42.18434700612919,14.601099749666268,0.36373659745345177,0.08548267029100379,0.003771805752003772,1.1162379625577574,1.896440728650816,0.2214082934413397,14,0,0.0,0.021817852305447395,0.8688524590163934,0.8283828382838284,-0.04046962073256499,baseline,"rebalance: None
features: None",0.6885245901639344,0.735973597359736,0.047449007195801585,rebalance_first,"rebalance: SMOTE(k_neighbors=6)
features: SelectKBest(k=4)",0.8688524590163934,0.8250825082508251,-0.04376995076556833,baseline,"rebalance: SMOTE(k_neighbors=6)
features: None"
birdy654_eeg-brainwave-dataset-feeling-emotions__emotions.csv,2132,2549,0,0,0.9999999999999998,0.9996076892899176,0.0,0.00039231071008238524,0.0,3698733411117.9688,2230328020438364.2,0.584313648175943,141.53916540753116,0.016108171512218685,0.8899124556919025,2.0684718258008092,0.2161848763325663,2549,0,0.0,0.10465817192328646,0.9882903981264637,0.9859253976743725,-0.002365000452091204,baseline,"features: None
rebalance: SMOTE(k_neighbors=5)",0.7611241217798594,0.7945576883712023,0.03343356659134289,features_first,"features: SelectKBest(k=4)
rebalance: SMOTE(k_neighbors=6)",0.41217798594847777,0.7410847645648858,0.32890677861640805,rebalance_first,"rebalance: NearMiss(n_neighbors=3)
features: SelectKBest(k=4)"
bbyclub_hearth-disease__heart.csv,303,14,0,1,0.9999999999997642,0.07142857142857142,0.0,0.0,0.9285714285714286,42.18434700612919,14.601099749666268,0.36373659745345177,0.08548267029100379,0.003771805752003772,1.1162379625577574,1.896440728650816,0.2214082934413397,14,0,0.0,0.021817852305447395,0.8688524590163934,0.834983498349835,-0.03386896066655842,baseline,"rebalance: SMOTE(k_neighbors=7)
features: None",0.6885245901639344,0.735973597359736,0.047449007195801585,rebalance_first,"rebalance: NearMiss(n_neighbors=1)
features: SelectKBest(k=4)",0.8688524590163934,0.8250825082508252,-0.04376995076556822,baseline,"features: None
rebalance: SMOTE(k_neighbors=5)"
alihussain1993_lower-back-pain-symptoms-datasetlabelled__Dataset_spine.csv,310,13,0,0,0.9999999999997519,0.9230769230769231,0.0,0.07692307692307693,0.0,31.293896624736018,9.713650963472416,0.5675770349494577,2.9405187565064135,0.003494623655913978,1.77236046825974,2.193503449849837,0.26073401330836404,13,0,0.9230769230769231,0.03334006060278727,0.7903225806451613,0.7462658700522778,-0.04405671059288341,baseline,"features: None
rebalance: SMOTE(k_neighbors=6)",0.8709677419354839,0.7624159820761762,-0.10855175985930765,baseline,"rebalance: SMOTE(k_neighbors=6)
features: SelectKBest(k=4)",0.7903225806451613,0.7882748319641525,-0.0020477486810087653,baseline,"rebalance: SMOTE(k_neighbors=5)
features: None"
braindeadcoder_lending-club-data__loan_data.csv,9578,14,0,0,0.9999999999999927,0.42857142857142855,0.0,0.07142857142857142,0.5,1736.7612149862882,9323.193678969577,2.23541540290617,30.674827981044555,0.011219621889907962,1.2004248448285202,2.17309027144061,0.6383508602632357,14,0,0.0,0.05237872548943931,0.8397703549060542,0.831592075239775,-0.008178279666279265,baseline,"rebalance: None
features: FeatureUnion(pca__n_components=4, selectkbest__k=1)",0.8131524008350731,0.8200042595265699,0.006851858691496737,rebalance_first,"rebalance: None
features: PCA(n_components=2)",0.8188935281837161,0.839945705426527,0.021052177242810943,rebalance_first,"rebalance: None
features: SelectKBest(k=1)"
adammaus_predicting-churn-for-bank-customers__Churn_Modelling.csv,10000,14,0,0,0.9999999999999929,0.14285714285714285,0.0,0.21428571428571427,0.6428571428571429,1443019.5105880909,29887.788580147335,0.18795009617779035,-0.7000423538481398,0.0018272727272727273,1.8863003426782805,7.434633869260355,2.842906237353707,14,0,0.21428571428571427,-0.004602665266873364,0.862,0.8469009768403355,-0.015099023159664493,baseline,"features: None
rebalance: SMOTE(k_neighbors=7)",0.7675,0.8113005361723934,0.043800536172393434,features_first,"features: SelectKBest(k=2)
rebalance: SMOTE(k_neighbors=7)",0.7905,0.8005000560044007,0.010000056004400681,rebalance_first,"rebalance: None
features: SelectKBest(k=2)"
altruistdelhite04_loan-prediction-problem-dataset__train_u6lujuX_CVtuZ9i.csv,614,13,149,0,0.9813329992481857,0.3076923076923077,0.0,0.6153846153846154,0.07692307692307693,1502.7918884316891,2693.3730667667496,6.998371623619912,72.14770844976361,0.013029315960912053,1.1222558223462458,6.41999492814714,2.4291239237217117,13,0,0.07692307692307693,0.09217967255358811,0.7723577235772358,0.8094850948509485,0.037127371273712795,rebalance_first,"rebalance: None
features: SelectKBest(k=1)",0.6178861788617886,0.8094850948509485,0.1915989159891599,rebalance_first,"rebalance: None
features: SelectKBest(k=1)",0.7886178861788617,0.8094850948509485,0.0208672086720868,rebalance_first,"rebalance: NearMiss(n_neighbors=1)
features: SelectKBest(k=1)"
avhikj_churn-predictions-personal__Churn_Predictions.csv,10000,14,0,0,0.9999999999999929,0.14285714285714285,0.0,0.21428571428571427,0.6428571428571429,1443019.5105880909,29887.788580147335,0.18795009617779035,-0.7000423538481398,0.0018272727272727273,1.8863003426782805,7.434633869260355,2.842906237353707,14,0,0.21428571428571427,-0.004602665266873364,0.862,0.8475998769643011,-0.01440012303569893,baseline,"features: None
rebalance: SMOTE(k_neighbors=7)",0.7675,0.8113989863293467,0.043898986329346745,rebalance_first,"rebalance: None
features: SelectKBest(k=2)",0.7905,0.8005000560044007,0.010000056004400681,rebalance_first,"rebalance: None
features: SelectKBest(k=2)"
chirin_africa-economic-banking-and-systemic-crisis-data__african_crises.csv,1059,14,0,0,0.9999999999999325,0.21428571428571427,0.0,0.21428571428571427,0.5714285714285714,2081.520818771125,203734.34267286584,5.050234893208455,105.57941065672095,0.016052880075542966,0.8923359779002019,2.522108934825158,0.8183859397597822,14,0,0.07142857142857142,0.060309955382044034,0.9905660377358491,0.9773371104815863,-0.013228927254262723,baseline,"rebalance: None
features: SelectKBest(k=2)",0.9292452830188679,0.9773371104815863,0.04809182746271845,rebalance_first,"rebalance: SMOTE(k_neighbors=5)
features: SelectKBest(k=1)",0.9716981132075472,0.9773371104815863,0.005638997274039159,rebalance_first,"rebalance: SMOTE(k_neighbors=5)
features: SelectKBest(k=2)"
chandanabhatt_credit-card__cc_approvals.csv,689,16,0,0,0.9999999999999093,0.125,0.0,0.75,0.125,257.0636502177068,2604.6727823293722,5.651731719342438,69.12977599091782,0.015965166908563134,1.3388831790924798,5.670366295519993,2.0993250548140434,16,0,0.0,0.08495411345915851,0.8478260869565217,0.8548066578064679,0.006980570849946188,rebalance_first,"rebalance: SMOTE(k_neighbors=5)
features: SelectKBest(k=1)",0.6811594202898551,0.8402885893297892,0.15912916903993413,features_first,"features: SelectKBest(k=3)
rebalance: SMOTE(k_neighbors=7)",0.7101449275362319,0.8548066578064679,0.144661730270236,rebalance_first,"rebalance: NearMiss(n_neighbors=3)
features: SelectKBest(k=1)"
ankitshandilya_silhouette-of-vehicles-dataset__vehicle.csv,846,19,41,0,0.9974492970013066,0.7368421052631579,0.0,0.05263157894736842,0.21052631578947367,117.60944669752023,39.942033123129434,1.7942320471484288,13.97409379988045,0.002889414236931967,1.8059513530409068,2.191077339723044,0.16898086942348178,19,0,0.0,0.04761991352734592,0.9764705882352941,0.9621749408983451,-0.014295647336948991,baseline,"rebalance: SMOTE(k_neighbors=5)
features: None",0.8764705882352941,0.8333333333333334,-0.04313725490196074,baseline,"rebalance: None
features: None",0.5764705882352941,0.6371158392434988,0.060645251008204726,features_first,"features: PCA(n_components=4)
rebalance: SMOTE(k_neighbors=5)"
affablekarthik_titanic-survival-prediction__titanic_data.csv,891,9,177,0,0.9779274223717448,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,73.07148679229267,94.73036469229187,1.8435165499526398,9.407175918133808,0.01074234407567741,1.7459507287777167,6.792344427470811,3.504352429156937,9,0,0.2222222222222222,0.036308274911854586,0.8268156424581006,0.8103254769921436,-0.01649016546595694,baseline,"features: None
rebalance: SMOTE(k_neighbors=7)",0.6089385474860335,0.7867564534231201,0.17781790593708657,rebalance_first,"rebalance: None
features: SelectKBest(k=2)",0.770949720670391,0.7867564534231201,0.015806732752729036,rebalance_first,"rebalance: None
features: FeatureUnion(pca__n_components=1, selectkbest__k=2)"
blastchar_telco-customer-churn__WA_Fn-UseC_-Telco-Customer-Churn.csv,7043,21,0,0,0.9999999999999933,0.047619047619047616,0.0,0.8571428571428571,0.09523809523809523,32.43166264375976,15.806902774781191,0.6174178213844754,-0.42789361107119545,0.0,1.7454457614131493,8.859789494745414,5.444445894969662,21,0,0.09523809523809523,-0.01787445836134494,0.7920511000709723,0.7949739866302675,0.002922886559295179,features_first,"features: None
rebalance: SMOTE(k_neighbors=5)",0.6891412349183819,0.7484044536418112,0.05926321872342932,rebalance_first,"rebalance: None
features: SelectKBest(k=3)",0.7579843860894251,0.7765162650399812,0.01853187895055608,rebalance_first,"rebalance: None
features: PCA(n_components=4)"
ashishs0ni_iris-dataset__Iris.csv,150,6,0,0,0.9999999999988889,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,17.870933333333333,19.012151525971746,0.05336005096729103,-0.852567253444062,0.0013333333333333335,1.71451976799506,2.079172448034681,0.0934105607678493,6,0,0.16666666666666666,0.02299797515270224,1.0,0.9866666666666667,-0.013333333333333308,baseline,"features: SelectKBest(k=3)
rebalance: NearMiss(n_neighbors=2)",1.0,0.7866666666666667,-0.21333333333333326,baseline,"rebalance: NearMiss(n_neighbors=1)
features: None",1.0,0.9933333333333333,-0.00666666666666671,baseline,"rebalance: None
features: SelectKBest(k=4)"
ashutosh94_titanic-dataset__titanictrain.csv,891,12,866,0,0.9190048634492219,0.16666666666666666,0.0,0.4166666666666667,0.4166666666666667,73.07148679229267,94.73036469229187,1.8435165499526398,9.407175918133808,0.01074234407567741,2.3142699148756587,6.792344427470811,5.018840666898421,12,0,0.16666666666666666,0.036308274911854586,0.8379888268156425,0.8260381593714928,-0.011950667444149632,baseline,"rebalance: SMOTE(k_neighbors=7)
features: None",0.6703910614525139,0.7867564534231201,0.11636539197060614,rebalance_first,"rebalance: None
features: SelectKBest(k=1)",0.8044692737430168,0.7867564534231201,-0.017712820319896738,baseline,"rebalance: None
features: SelectKBest(k=2)"
baguskurniawanadhi_iklancsv__Iklan_sosmed.csv,400,5,0,0,0.9999999999995,0.0,0.0,0.2,0.8,3940330.0675,34160.86083047824,0.320978364486412,-0.9686190747036428,0.0,1.5451938879687002,2.1921160771375323,0.5095754664168591,5,0,0.2,-0.0010536312080685738,0.9,0.8775670519582538,-0.022432948041746226,baseline,"rebalance: None
features: PCA(n_components=3)",0.725,0.8174914899188269,0.09249148991882694,rebalance_first,"rebalance: NearMiss(n_neighbors=1)
features: SelectKBest(k=1)",0.925,0.8924924250925822,-0.03250757490741785,baseline,"rebalance: None
features: PCA(n_components=3)"
annatshngryan_heart-csv__heart.csv,303,14,0,1,0.9999999999997642,0.07142857142857142,0.0,0.0,0.9285714285714286,42.18434700612919,14.601099749666268,0.36373659745345177,0.08548267029100379,0.003771805752003772,1.1162379625577574,1.896440728650816,0.2214082934413397,14,0,0.0,0.021817852305447395,0.8688524590163934,0.8283828382838284,-0.04046962073256499,baseline,"rebalance: None
features: None",0.6885245901639344,0.7458745874587459,0.057349997294811494,features_first,"features: SelectKBest(k=4)
rebalance: SMOTE(k_neighbors=7)",0.8688524590163934,0.8283828382838284,-0.04046962073256499,baseline,"rebalance: SMOTE(k_neighbors=6)
features: None"
bluepanda98_users-of-a-social-network-who-bought-an-suv__Social_Network_Ads.csv,400,5,0,0,0.9999999999995,0.0,0.0,0.2,0.8,3940955.0675,42726.13748199858,1.4668397809062963,12.939248077583997,0.000625,1.2478655309479105,2.124305954309322,0.47849545071986543,5,0,0.2,0.009394911034369775,0.9125,0.8898926420528935,-0.022607357947106443,baseline,"features: FeatureUnion(pca__n_components=1, selectkbest__k=4)
rebalance: SMOTE(k_neighbors=5)",0.725,0.8125350690158232,0.0875350690158232,features_first,"features: SelectKBest(k=1)
rebalance: None",0.9375,0.874967268918565,-0.06253273108143498,baseline,"rebalance: None
features: PCA(n_components=4)"
amanwadhwa_wine-quality-from-chemical-properties__winequality.csv,1599,12,0,240,0.9999999999999478,0.9166666666666666,0.0,0.0,0.08333333333333333,7.926036165311653,9.521897457645458,1.559539907411162,7.613499725911218,0.010006253908692935,1.4709072007618464,1.8536091349311559,0.10325190548067979,12,0,0.0,0.0708772533171589,0.640625,0.5584740462789243,-0.08215095372107573,baseline,"features: FeatureUnion(pca__n_components=3, selectkbest__k=4)
rebalance: None",0.45625,0.517198248905566,0.060948248905565994,rebalance_first,"rebalance: None
features: SelectKBest(k=2)",0.55,0.5816135084427768,0.03161350844277677,features_first,"features: FeatureUnion(pca__n_components=1, selectkbest__k=2)
rebalance: None"
aljarah_xAPI-Edu-Data__xAPI-Edu-Data.csv,480,17,0,2,0.9999999999998774,0.0,0.0,0.7647058823529411,0.23529411764705882,45.69375,2.958765095037915,0.11124040125854498,-1.276953457092037,0.0,1.3372220068206826,2.3419366196460647,0.4052844747228881,17,0,0.0,0.00582354032905296,0.8541666666666666,0.7000000000000001,-0.15416666666666656,baseline,"rebalance: SMOTE(k_neighbors=6)
features: None",0.6354166666666666,0.6124999999999999,-0.022916666666666696,baseline,"features: FeatureUnion(pca__n_components=2, selectkbest__k=4)
rebalance: None",0.8020833333333334,0.7166666666666667,-0.0854166666666667,baseline,"features: None
rebalance: SMOTE(k_neighbors=6)"
analyze-helpdesk-tickets__WA_Fn-UseC_-IT-Help-Desk.csv,10000,10,0,0,0.99999999999999,0.0,0.0,0.6,0.4,1507.5501499999998,1369.7242408450325,0.35720947621608246,-0.37140630979827205,0.00475,1.46403935911986,2.3025850929940455,0.4078317214388907,10,0,0.1,-0.0062728704052652465,0.32655,0.34335000606860927,0.016800006068609263,features_first,"features: SelectKBest(k=3)
rebalance: SMOTE(k_neighbors=7)",0.2712,0.32074002296391835,0.04954002296391835,rebalance_first,"rebalance: SMOTE(k_neighbors=6)
features: SelectKBest(k=3)",0.3167,0.3200599597644143,0.003359959764414333,rebalance_first,"rebalance: None
features: FeatureUnion(pca__n_components=4, selectkbest__k=4)"
absenteeismatwork__Absenteeism_at_work.csv,740,15,0,34,0.9999999999999098,0.06666666666666667,0.0,0.0,0.9333333333333333,50.067186846846845,18.050799041232516,0.8264917045729113,3.453891184358942,0.0081981981981982,1.5969565481394208,2.2567679487624175,0.4000605058895534,15,0,0.0,0.01998751577875512,0.47297297297297297,0.4567218546679394,-0.016251118305033563,baseline,"rebalance: None
features: SelectKBest(k=2)",0.3783783783783784,0.4338237714360949,0.05544539305771651,features_first,"features: SelectKBest(k=2)
rebalance: None",0.28378378378378377,0.4081114292924306,0.12432764550864683,rebalance_first,"rebalance: None
features: FeatureUnion(pca__n_components=1, selectkbest__k=2)"
antoine62_hired__data_v1.0.csv,10000,13,486,0,0.9962615384615308,0.3076923076923077,0.0,0.46153846153846156,0.23076923076923078,6438.964955791496,2032.079272324755,0.7829921315268816,0.3725633514323617,0.0016285714285714287,1.8639084105342876,7.411081176822168,2.884592193300004,13,1,0.15384615384615385,0.03759548338493365,0.909,0.8869999194309711,-0.022000080569028913,baseline,"features: SelectKBest(k=3)
rebalance: None",0.8725,0.8843499694202208,0.011849969420220763,rebalance_first,"rebalance: NearMiss(n_neighbors=3)
features: SelectKBest(k=2)",0.88175,0.8854999944272214,0.003749994427221348,features_first,"features: FeatureUnion(pca__n_components=4, selectkbest__k=3)
rebalance: None"
abalone-dataset__abalone.csv,4177,9,0,0,0.9999999999999735,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,1.576576041417285,1.0870017828011014,0.6818404482316658,9.932008017979111,0.0059851568111084505,1.5492995158153902,1.9038079238296417,0.17160744871662453,9,0,0.0,0.04889968011167162,0.25,0.2504218547581916,0.0004218547581916199,rebalance_first,"rebalance: None
features: None",0.23086124401913877,0.24898696410349505,0.018125720084356284,rebalance_first,"rebalance: None
features: FeatureUnion(pca__n_components=4, selectkbest__k=1)",0.23684210526315788,0.26239589435959215,0.02555378909643427,rebalance_first,"rebalance: None
features: SelectKBest(k=2)"
abhinavralhan_titanic__train.csv,891,12,866,0,0.9190048634492219,0.16666666666666666,0.0,0.4166666666666667,0.4166666666666667,73.07148679229267,94.73036469229187,1.8435165499526398,9.407175918133808,0.01074234407567741,2.3142699148756587,6.792344427470811,5.018840666898421,12,0,0.16666666666666666,0.036308274911854586,0.8379888268156425,0.8260381593714928,-0.011950667444149632,baseline,"rebalance: SMOTE(k_neighbors=6)
features: None",0.6703910614525139,0.7867564534231201,0.11636539197060614,rebalance_first,"rebalance: SMOTE(k_neighbors=5)
features: SelectKBest(k=1)",0.8044692737430168,0.7867564534231201,-0.017712820319896738,baseline,"rebalance: NearMiss(n_neighbors=1)
features: SelectKBest(k=1)"
