index,timestamp_utc,dataset_id,dataset_name,model_type,param_set_id,param_json,candidate_accuracies_json,candidate_ranking_json,best_accuracy,best_candidate,best_candidate_id,accuracy_ranking,status,error_message
874,2025-12-12T17:49:14.391017,30,diegobabativa_depression__b_depressed.csv,KNN,4,"{""n_neighbors"": 9, ""weights"": ""distance"", ""algorithm"": ""brute"", ""p"": 2, ""metric"": ""minkowski""}","{""1"": 0.827154132093089, ""2"": 0.8138532142416715, ""3"": 0.8334507807315799, ""4"": 0.8250562279419106, ""5"": 0.8278529441126556, ""6"": 0.8292505681517891, ""7"": 0.8243486073674754, ""8"": 0.8250562279419104}","[""3"", ""6"", ""5"", ""1"", ""4"", ""8"", ""7"", ""2""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""rebalance"", ""discretize"", ""features""]",3,3>6>5>1>4>8>7>2,SUCCESS,
875,2025-12-12T17:54:45.396198,30,diegobabativa_depression__b_depressed.csv,KNN,5,"{""n_neighbors"": 11, ""weights"": ""uniform"", ""algorithm"": ""auto"", ""p"": 2, ""metric"": ""chebyshev""}","{""1"": 0.8334507807315799, ""2"": 0.8285502880397443, ""3"": 0.8334507807315799, ""4"": 0.8292505681517891, ""5"": 0.832750500619535, ""6"": 0.8334507807315799, ""7"": 0.8341510608436247, ""8"": 0.8320502205074902}","[""7"", ""1=3=6"", ""5"", ""8"", ""4"", ""2""]",0.8341510608436247,"[""impute"", ""encode"", ""features"", ""normalize"", ""rebalance"", ""discretize""]",7,7>1=3=6>5>8>4>2,SUCCESS,
876,2025-12-12T17:58:59.337272,30,diegobabativa_depression__b_depressed.csv,LR,1,"{""penalty"": ""l1"", ""C"": 0.01, ""solver"": ""liblinear"", ""multi_class"": ""ovr"", ""max_iter"": 300}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""1=2=3=4=5=6=7=8""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=2=3=4=5=6=7=8,SUCCESS,
877,2025-12-12T18:09:56.833947,30,diegobabativa_depression__b_depressed.csv,LR,2,"{""penalty"": ""l2"", ""C"": 0.1, ""solver"": ""lbfgs"", ""multi_class"": ""multinomial"", ""max_iter"": 300}","{""1"": 0.8334507807315799, ""2"": 0.8341481246586686, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""2"", ""1=3=4=5=6=7=8""]",0.8341481246586686,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2,2>1=3=4=5=6=7=8,SUCCESS,
878,2025-12-12T18:16:23.216583,30,diegobabativa_depression__b_depressed.csv,LR,3,"{""penalty"": ""elasticnet"", ""C"": 1.0, ""solver"": ""saga"", ""multi_class"": ""ovr"", ""l1_ratio"": 0.5, ""max_iter"": 100}","{""1"": 0.8334507807315799, ""2"": 0.8327519687120132, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""1=3=4=5=6=7=8"", ""2""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=3=4=5=6=7=8>2,SUCCESS,
879,2025-12-12T18:28:57.231235,30,diegobabativa_depression__b_depressed.csv,LR,4,"{""penalty"": null, ""C"": 10.0, ""solver"": ""newton-cg"", ""multi_class"": ""multinomial"", ""max_iter"": 100}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""1=2=3=4=5=6=7=8""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=2=3=4=5=6=7=8,SUCCESS,
880,2025-12-12T18:34:47.902467,30,diegobabativa_depression__b_depressed.csv,LR,5,"{""penalty"": ""l2"", ""C"": 100.0, ""solver"": ""sag"", ""multi_class"": ""ovr"", ""max_iter"": 100}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.832750500619535, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8271526640006107, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""1=2=4=5=7=8"", ""3"", ""6""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=2=4=5=7=8>3>6,SUCCESS,
881,2025-12-12T18:39:30.668739,30,diegobabativa_depression__b_depressed.csv,RF,1,"{""n_estimators"": 50, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt""}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8327490325270569, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""1=2=3=5=6=7=8"", ""4""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=2=3=5=6=7=8>4,SUCCESS,
882,2025-12-12T18:44:40.567623,30,diegobabativa_depression__b_depressed.csv,RF,2,"{""n_estimators"": 100, ""criterion"": ""entropy"", ""max_depth"": 10, ""max_features"": ""log2""}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.8278514760201775, ""4"": 0.8285488199472661, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.7928360023254585}","[""1=2=5=6=7"", ""4"", ""3"", ""8""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=2=5=6=7>4>3>8,SUCCESS,
883,2025-12-12T19:01:47.529967,30,diegobabativa_depression__b_depressed.csv,RF,3,"{""n_estimators"": 200, ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": 0.3}","{""1"": 0.8285502880397443, ""2"": 0.8341510608436247, ""3"": 0.8334507807315799, ""4"": 0.8278529441126556, ""5"": 0.8285502880397443, ""6"": 0.8334507807315799, ""7"": 0.8285502880397443, ""8"": 0.8334507807315799}","[""2"", ""3=6=8"", ""1=5=7"", ""4""]",0.8341510608436247,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2,2>3=6=8>1=5=7>4,SUCCESS,
884,2025-12-12T19:13:17.239998,30,diegobabativa_depression__b_depressed.csv,RF,4,"{""n_estimators"": 150, ""criterion"": ""entropy"", ""max_depth"": 15, ""max_features"": 0.5}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8320531566924464, ""5"": 0.8334507807315799, ""6"": 0.8320502205074902, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""1=2=3=5=7=8"", ""4"", ""6""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=2=3=5=7=8>4>6,SUCCESS,
885,2025-12-12T19:25:31.552467,30,diegobabativa_depression__b_depressed.csv,RF,5,"{""n_estimators"": 100, ""criterion"": ""gini"", ""max_depth"": 20, ""max_features"": null}","{""1"": 0.8187595793034195, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8243515435524315, ""5"": 0.8285502880397443, ""6"": 0.809658874031793, ""7"": 0.8334507807315799, ""8"": 0.8285502880397443}","[""2=3=7"", ""5=8"", ""4"", ""1"", ""6""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2,2=3=7>5=8>4>1>6,SUCCESS,
886,2025-12-12T19:37:05.112523,30,diegobabativa_depression__b_depressed.csv,SVM,1,"{""C"": 0.1, ""kernel"": ""linear"", ""gamma"": ""scale"", ""max_iter"": 500}","{""1"": 0.8334507807315799, ""2"": 0.8264494477036098, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""1=3=4=5=6=7=8"", ""2""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=3=4=5=6=7=8>2,SUCCESS,
887,2025-12-12T19:45:34.654251,30,diegobabativa_depression__b_depressed.csv,SVM,2,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""auto"", ""max_iter"": 500}","{""1"": 0.8278529441126556, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8285502880397443, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""2=3=5=6=7=8"", ""4"", ""1""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2,2=3=5=6=7=8>4>1,SUCCESS,
888,2025-12-12T19:51:49.225357,30,diegobabativa_depression__b_depressed.csv,SVM,3,"{""C"": 10.0, ""kernel"": ""poly"", ""degree"": 2, ""gamma"": 0.1, ""max_iter"": 500}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8341510608436247, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.7830570383289585, ""8"": 0.8334507807315799}","[""4"", ""1=2=3=5=6=8"", ""7""]",0.8341510608436247,"[""impute"", ""encode"", ""normalize"", ""rebalance"", ""features"", ""discretize""]",4,4>1=2=3=5=6=8>7,SUCCESS,
889,2025-12-12T20:01:58.949179,30,diegobabativa_depression__b_depressed.csv,SVM,4,"{""C"": 0.5, ""kernel"": ""sigmoid"", ""gamma"": ""scale"", ""max_iter"": 500}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.8131602745920171}","[""1=2=3=4=5=6=7"", ""8""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=2=3=4=5=6=7>8,SUCCESS,
890,2025-12-12T20:11:13.906153,30,diegobabativa_depression__b_depressed.csv,SVM,5,"{""C"": 100.0, ""kernel"": ""poly"", ""degree"": 3, ""gamma"": ""auto"", ""max_iter"": 500}","{""1"": 0.7746903792963726, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.832750500619535, ""5"": 0.8278529441126556, ""6"": 0.8334507807315799, ""7"": 0.8271526640006107, ""8"": 0.7788304000845621}","[""2=3=6"", ""4"", ""5"", ""7"", ""8"", ""1""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2,2=3=6>4>5>7>8>1,SUCCESS,
891,2025-12-12T20:15:41.863615,30,diegobabativa_depression__b_depressed.csv,DT,1,"{""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": ""sqrt""}","{""1"": 0.8327549048969694, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.8285517561322223, ""6"": 0.8334507807315799, ""7"": 0.8320487524150121, ""8"": 0.8334507807315799}","[""2=3=4=6=8"", ""1"", ""7"", ""5""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2,2=3=4=6=8>1>7>5,SUCCESS,
892,2025-12-12T20:20:19.132291,30,diegobabativa_depression__b_depressed.csv,DT,2,"{""criterion"": ""entropy"", ""max_depth"": 7, ""max_features"": ""log2""}","{""1"": 0.8334507807315799, ""2"": 0.8250459512945639, ""3"": 0.8327519687120132, ""4"": 0.8271511959081327, ""5"": 0.8285502880397443, ""6"": 0.8334507807315799, ""7"": 0.8320502205074902, ""8"": 0.8320502205074902}","[""1=6"", ""3"", ""7=8"", ""5"", ""4"", ""2""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=6>3>7=8>5>4>2,SUCCESS,
893,2025-12-12T20:24:34.975167,30,diegobabativa_depression__b_depressed.csv,DT,3,"{""criterion"": ""gini"", ""max_depth"": null, ""max_features"": 0.5}","{""1"": 0.8327534368044912, ""2"": 0.8334507807315799, ""3"": 0.8271526640006107, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8271526640006107, ""7"": 0.8264509157960879, ""8"": 0.8334507807315799}","[""2=4=5=8"", ""1"", ""3=6"", ""7""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2,2=4=5=8>1>3=6>7,SUCCESS,
894,2025-12-12T20:29:04.574352,30,diegobabativa_depression__b_depressed.csv,DT,4,"{""criterion"": ""entropy"", ""max_depth"": 12, ""max_features"": null}","{""1"": 0.8341510608436247, ""2"": 0.7914457187487155, ""3"": 0.7977599844969435, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8229451109584295, ""7"": 0.8334507807315799, ""8"": 0.7998681652954683}","[""1"", ""4=5=7"", ""6"", ""8"", ""3"", ""2""]",0.8341510608436247,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1>4=5=7>6>8>3>2,SUCCESS,
895,2025-12-12T20:33:05.906345,30,diegobabativa_depression__b_depressed.csv,DT,5,"{""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": 0.7}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.8250576960343886, ""4"": 0.8299479120788776, ""5"": 0.8243486073674754, ""6"": 0.8285517561322223, ""7"": 0.8306525964683568, ""8"": 0.8334507807315799}","[""1=2=8"", ""7"", ""4"", ""6"", ""3"", ""5""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=2=8>7>4>6>3>5,SUCCESS,
896,2025-12-12T20:38:23.411213,30,diegobabativa_depression__b_depressed.csv,GBDT,1,"{""learning_rate"": 0.01, ""n_estimators"": 50, ""max_depth"": 3, ""max_features"": ""sqrt""}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""1=2=3=4=5=6=7=8""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=2=3=4=5=6=7=8,SUCCESS,
897,2025-12-12T20:44:19.701203,30,diegobabativa_depression__b_depressed.csv,GBDT,2,"{""learning_rate"": 0.05, ""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""log2""}","{""1"": 0.8334507807315799, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.8285502880397443, ""6"": 0.8334507807315799, ""7"": 0.8334507807315799, ""8"": 0.8334507807315799}","[""1=2=3=4=6=7=8"", ""5""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1,1=2=3=4=6=7=8>5,SUCCESS,
898,2025-12-12T20:56:38.226255,30,diegobabativa_depression__b_depressed.csv,GBDT,3,"{""learning_rate"": 0.1, ""n_estimators"": 200, ""max_depth"": 7, ""max_features"": 0.3}","{""1"": 0.8271526640006107, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.8334507807315799, ""6"": 0.8334507807315799, ""7"": 0.8285502880397443, ""8"": 0.8285502880397443}","[""2=3=4=5=6"", ""7=8"", ""1""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2,2=3=4=5=6>7=8>1,SUCCESS,
899,2025-12-12T21:07:16.800379,30,diegobabativa_depression__b_depressed.csv,GBDT,4,"{""learning_rate"": 0.2, ""n_estimators"": 150, ""max_depth"": null, ""max_features"": 0.5}","{""1"": 0.7949632683261983, ""2"": 0.8334507807315799, ""3"": 0.8264523838885659, ""4"": 0.8285502880397443, ""5"": 0.8271526640006107, ""6"": 0.7858699035169624, ""7"": 0.8285532242247003, ""8"": 0.8271497278156547}","[""2"", ""7"", ""4"", ""5"", ""8"", ""3"", ""1"", ""6""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2,2>7>4>5>8>3>1>6,SUCCESS,
900,2025-12-12T21:16:06.048090,30,diegobabativa_depression__b_depressed.csv,GBDT,5,"{""learning_rate"": 0.15, ""n_estimators"": 100, ""max_depth"": 4, ""max_features"": null}","{""1"": 0.8278529441126556, ""2"": 0.8334507807315799, ""3"": 0.8334507807315799, ""4"": 0.8334507807315799, ""5"": 0.822250703216297, ""6"": 0.8285502880397443, ""7"": 0.8271526640006107, ""8"": 0.8271526640006107}","[""2=3=4"", ""6"", ""1"", ""7=8"", ""5""]",0.8334507807315799,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2,2=3=4>6>1>7=8>5,SUCCESS,
901,2025-11-20T21:13:58.197744,31,eswarchandt_phishing-website-detector__phishing.csv,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform"", ""algorithm"": ""auto"", ""p"": 2, ""metric"": ""minkowski""}","{""1"": 0.945199108993083, ""2"": 0.9289991986601179, ""3"": 0.9307983887770902, ""4"": 0.9446990889850833, ""5"": 0.9353985488530857, ""6"": 0.9483990090670735, ""7"": 0.9334986588040928, ""8"": 0.9456993689770896}","[""6"", ""8"", ""1"", ""4"", ""5"", ""7"", ""3"", ""2""]",0.9483990090670736,"[""impute"", ""encode"", ""discretize"", ""rebalance"", ""features"", ""normalize""]",6.0,6>8>1>4>5>7>3>2,SUCCESS,
902,2025-11-20T21:28:54.446861,31,eswarchandt_phishing-website-detector__phishing.csv,KNN,2,"{""n_neighbors"": 5, ""weights"": ""distance"", ""algorithm"": ""kd_tree"", ""p"": 2, ""metric"": ""euclidean""}","{""1"": 0.9248975887390779, ""2"": 0.8953957183360807, ""3"": 0.950798589157056, ""4"": 0.9254989386161171, ""5"": 0.9409988089390823, ""6"": 0.9385991688550979, ""7"": 0.9289982087590883, ""8"": 0.9153996083471574}","[""3"", ""5"", ""6"", ""7"", ""4"", ""1"", ""8"", ""2""]",0.950798589157056,"[""impute"", ""encode"", ""normalize"", ""rebalance"", ""discretize"", ""features""]",3.0,3>5>6>7>4>1>8>2,SUCCESS,
903,2025-11-20T21:40:05.107512,31,eswarchandt_phishing-website-detector__phishing.csv,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""algorithm"": ""ball_tree"", ""p"": 1, ""metric"": ""manhattan""}","{""1"": 0.9378996987881152, ""2"": 0.9398992688710983, ""3"": 0.9088999481831807, ""4"": 0.9355987488370913, ""5"": 0.9079997381861761, ""6"": 0.9116005781741942, ""7"": 0.9324996386861241, ""8"": 0.9272998385621406}","[""2"", ""1"", ""4"", ""7"", ""8"", ""6"", ""3"", ""5""]",0.9398992688710984,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2.0,2>1>4>7>8>6>3>5,SUCCESS,
904,2025-11-20T21:49:09.839891,31,eswarchandt_phishing-website-detector__phishing.csv,KNN,4,"{""n_neighbors"": 9, ""weights"": ""distance"", ""algorithm"": ""brute"", ""p"": 2, ""metric"": ""minkowski""}","{""1"": 0.9441987390100737, ""2"": 0.9440988789940782, ""3"": 0.9411986189620761, ""4"": 0.9325992587261126, ""5"": 0.9305990587061106, ""6"": 0.9411985289710735, ""7"": 0.9425977090810461, ""8"": 0.955798219294035}","[""8"", ""1"", ""2"", ""7"", ""3"", ""6"", ""4"", ""5""]",0.955798219294035,"[""impute"", ""encode"", ""rebalance"", ""discretize"", ""features"", ""normalize""]",8.0,8>1>2>7>3>6>4>5,SUCCESS,
905,2025-11-20T22:01:32.946152,31,eswarchandt_phishing-website-detector__phishing.csv,KNN,5,"{""n_neighbors"": 11, ""weights"": ""uniform"", ""algorithm"": ""auto"", ""p"": 2, ""metric"": ""chebyshev""}","{""1"": 0.9084001081571865, ""2"": 0.918600108361166, ""3"": 0.9061007180502093, ""4"": 0.9106991383001528, ""5"": 0.9116005781741942, ""6"": 0.9124004782001895, ""7"": 0.9205998884231553, ""8"": 0.8506995270612844}","[""7"", ""2"", ""6"", ""5"", ""4"", ""1"", ""3"", ""8""]",0.9205998884231552,"[""impute"", ""encode"", ""features"", ""normalize"", ""rebalance"", ""discretize""]",7.0,7>2>6>5>4>1>3>8,SUCCESS,
906,2025-11-20T22:10:14.239788,31,eswarchandt_phishing-website-detector__phishing.csv,LR,1,"{""penalty"": ""l1"", ""C"": 0.01, ""solver"": ""liblinear"", ""multi_class"": ""ovr"", ""max_iter"": 300}","{""1"": 0.9133002682391814, ""2"": 0.9134005482131897, ""3"": 0.9133002682391814, ""4"": 0.9140995983221597, ""5"": 0.9168000483311679, ""6"": 0.9123003182141849, ""7"": 0.9127003582181853, ""8"": 0.9133002682391814}","[""5"", ""4"", ""2"", ""1=3=8"", ""7"", ""6""]",0.916800048331168,"[""impute"", ""encode"", ""discretize"", ""features"", ""normalize"", ""rebalance""]",5.0,5>4>2>1=3=8>7>6,SUCCESS,
907,2025-11-20T22:23:09.750419,31,eswarchandt_phishing-website-detector__phishing.csv,LR,2,"{""penalty"": ""l2"", ""C"": 0.1, ""solver"": ""lbfgs"", ""multi_class"": ""multinomial"", ""max_iter"": 300}","{""1"": 0.9194997784121544, ""2"": 0.9327001386401387, ""3"": 0.9129004082171864, ""4"": 0.906900258112194, ""5"": 0.9193996784201515, ""6"": 0.9220996784741461, ""7"": 0.9082003881251953, ""8"": 0.9223997384741475}","[""2"", ""8"", ""6"", ""1"", ""5"", ""3"", ""7"", ""4""]",0.9327001386401388,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2.0,2>8>6>1>5>3>7>4,SUCCESS,
908,2025-11-20T22:33:43.931980,31,eswarchandt_phishing-website-detector__phishing.csv,LR,3,"{""penalty"": ""elasticnet"", ""C"": 1.0, ""solver"": ""saga"", ""multi_class"": ""ovr"", ""l1_ratio"": 0.5, ""max_iter"": 100}","{""1"": 0.9296999585981394, ""2"": 0.9167007582581893, ""3"": 0.9159001083071714, ""4"": 0.9133999782701725, ""5"": 0.9150004682531842, ""6"": 0.919099738408154, ""7"": 0.9192997584101542, ""8"": 0.919099738408154}","[""1"", ""7"", ""6=8"", ""2"", ""3"", ""5"", ""4""]",0.9296999585981394,"[""impute"", ""encode"", ""normalize"", ""features"", ""discretize"", ""rebalance""]",1.0,1>7>6=8>2>3>5>4,SUCCESS,
909,2025-11-20T22:46:20.264914,31,eswarchandt_phishing-website-detector__phishing.csv,LR,4,"{""penalty"": null, ""C"": 10.0, ""solver"": ""newton-cg"", ""multi_class"": ""multinomial"", ""max_iter"": 100}","{""1"": 0.9057007080432099, ""2"": 0.9173995983881532, ""3"": 0.9184998283871578, ""4"": 0.9186997883951563, ""5"": 0.9181001783441691, ""6"": 0.9075003181181946, ""7"": 0.9140997183101632, ""8"": 0.8986004479272163}","[""4"", ""3"", ""5"", ""2"", ""7"", ""6"", ""1"", ""8""]",0.9186997883951564,"[""impute"", ""encode"", ""normalize"", ""rebalance"", ""features"", ""discretize""]",4.0,4>3>5>2>7>6>1>8,SUCCESS,
910,2025-11-20T22:57:23.504674,31,eswarchandt_phishing-website-detector__phishing.csv,LR,5,"{""penalty"": ""l2"", ""C"": 100.0, ""solver"": ""sag"", ""multi_class"": ""ovr"", ""max_iter"": 100}","{""1"": 0.9141000182801724, ""2"": 0.924500368453162, ""3"": 0.9146998683071667, ""4"": 0.9305997786341322, ""5"": 0.9124999182581726, ""6"": 0.9225996984821458, ""7"": 0.9161999283311655, ""8"": 0.8368008366523515}","[""4"", ""2"", ""6"", ""7"", ""3"", ""1"", ""5"", ""8""]",0.9305997786341322,"[""impute"", ""encode"", ""normalize"", ""rebalance"", ""features"", ""discretize""]",4.0,4>2>6>7>3>1>5>8,SUCCESS,
911,2025-11-20T23:05:49.352828,31,eswarchandt_phishing-website-detector__phishing.csv,RF,1,"{""n_estimators"": 50, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt""}","{""1"": 0.9116005781741942, ""2"": 0.9249998485151455, ""3"": 0.9211998284411526, ""4"": 0.9244998585041468, ""5"": 0.920900428375171, ""6"": 0.9212999584301561, ""7"": 0.919800888307187, ""8"": 0.921200248399165}","[""2"", ""4"", ""6"", ""8"", ""3"", ""5"", ""7"", ""1""]",0.9249998485151456,"[""impute"", ""encode"", ""normalize"", ""features"", ""rebalance"", ""discretize""]",2.0,2>4>6>8>3>5>7>1,SUCCESS,
912,2025-11-20T23:15:41.511948,31,eswarchandt_phishing-website-detector__phishing.csv,RF,2,"{""n_estimators"": 100, ""criterion"": ""entropy"", ""max_depth"": 10, ""max_features"": ""log2""}","{""1"": 0.9375999687551239, ""2"": 0.9335999886731324, ""3"": 0.9434002488431207, ""4"": 0.93130074855116, ""5"": 0.9408998788301145, ""6"": 0.9404996288471078, ""7"": 0.9341005486271482, ""8"": 0.9408998788301145}","[""3"", ""5=8"", ""6"", ""1"", ""7"", ""2"", ""4""]",0.9434002488431208,"[""impute"", ""encode"", ""normalize"", ""rebalance"", ""discretize"", ""features""]",3.0,3>5=8>6>1>7>2>4,SUCCESS,
913,2025-11-20T23:32:31.353160,31,eswarchandt_phishing-website-detector__phishing.csv,RF,3,"{""n_estimators"": 200, ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": 0.3}","{""1"": 0.9116005781741942, ""2"": 0.9602986993360405, ""3"": 0.9593986693210413, ""4"": 0.9578989092670515, ""5"": 0.9606981693970237, ""6"": 0.9282987386921056, ""7"": 0.9396987689170837, ""8"": 0.9585987692950458}","[""5"", ""2"", ""3"", ""8"", ""4"", ""7"", ""6"", ""1""]",0.9606981693970236,"[""impute"", ""encode"", ""discretize"", ""features"", ""normalize"", ""rebalance""]",5.0,5>2>3>8>4>7>6>1,SUCCESS,
914,2025-11-20T23:49:15.215722,31,eswarchandt_phishing-website-detector__phishing.csv,RF,4,"{""n_estimators"": 150, ""criterion"": ""entropy"", ""max_depth"": 15, ""max_features"": 0.5}","{""1"": 0.9376997087831159, ""2"": 0.931497498880062, ""3"": 0.939799618834109, ""4"": 0.9430989889630835, ""5"": 0.9473987890690688, ""6"": 0.95819854930904, ""7"": 0.9547985092450456, ""8"": 0.9443994489430946}","[""6"", ""7"", ""5"", ""8"", ""4"", ""3"", ""1"", ""2""]",0.95819854930904,"[""impute"", ""encode"", ""discretize"", ""rebalance"", ""features"", ""normalize""]",6.0,6>7>5>8>4>3>1>2,SUCCESS,
