dataset,num_rows,num_cols,total_missing,duplicate_rows,density,numeric_ratio,category_ratio,object_ratio,int_ratio,mean_of_means,std_of_stds,skewness_avg,kurtosis_avg,outlier_ratio,avg_entropy,max_entropy,entropy_variance,computed_entropy_cols,has_time_series,high_cardinality_ratio,anomaly_score,baseline_RF,step1_acc_RF,step2_acc_RF,optimized_RF,improvement_RF,strategy_RF,best_step_order_RF,baseline_KNN,step1_acc_KNN,step2_acc_KNN,optimized_KNN,improvement_KNN,strategy_KNN,best_step_order_KNN,baseline_NB,step1_acc_NB,step2_acc_NB,optimized_NB,improvement_NB,strategy_NB,best_step_order_NB
ruiromanini_mtcars__mtcars.csv,32,12,0,0,0.9999999999973959,0.4166666666666667,0.0,0.08333333333333333,0.5,39.6085284090909,40.2678764887958,0.45629553110776544,-0.5414054165962982,0.002840909090909091,1.4700137856645534,3.4657359027997265,0.48606353889546844,12,0,0.25,-0.0006590359518262676,0.8394,0.8787878787878789,0.8666666666666667,0.8787878787878789,0.03938787878787886,discretize_first,"['discretize', 'features']",0.7485,0.8696969696969697,0.8090909090909091,0.8696969696969697,0.12119696969696969,discretize_first,"['discretize', 'features']",0.7455,0.9060606060606061,0.8454545454545456,0.9060606060606061,0.16056060606060607,discretize_first,"['discretize', 'features']"
sharmavasundhara_absenteeism-data__absenteeism_data.csv,699,12,0,8,0.9999999999998808,0.08333333333333333,0.0,0.08333333333333333,0.8333333333333334,57.677763688386015,20.25791059851113,1.1873775549578567,4.512617915541003,0.004031733645467551,1.9284617783815685,5.944878166733796,1.7907517976887153,12,1,0.0,0.026940859679454962,0.3848,0.4549356223175966,0.4549356223175966,0.4549356223175966,0.07013562231759662,Draw,"['discretize', 'features']",0.2418,0.402002861230329,0.36623748211731044,0.402002861230329,0.16020286123032904,discretize_first,"['discretize', 'features']",0.2604,0.3862660944206009,0.4163090128755365,0.4163090128755365,0.1559090128755365,features_first,"['features', 'discretize']"
hafizwaqas101_creditcarddefault__credit-card-default.csv,10000,25,0,0,0.999999999999996,0.0,0.0,0.0,1.0,18479.350772000005,34430.80772913446,5.3309308391140355,173.6688231037544,0.010564,0.7728777731527791,2.3025850929940455,0.31004018952898504,25,0,0.04,0.06989535656367278,0.6197,0.8188,0.8196,0.8196,0.19989999999999997,features_first,"['features', 'discretize']",0.7452,0.7965333333333332,0.7951666666666667,0.7965333333333332,0.05133333333333323,discretize_first,"['discretize', 'features']",0.3932,0.8177,0.8066333333333332,0.8177,0.4245,discretize_first,"['discretize', 'features']"
linuxarpan_kyposis__kyphosis.csv,81,4,0,0,0.9999999999969136,0.0,0.0,0.25,0.75,33.065843621399175,31.71117628039487,0.09806702300520435,0.020712280063504968,0.008230452674897118,1.3921008033716804,1.8342476307302849,0.2806202042791977,4,0,0.0,0.005740570058607161,0.8025,0.8148148148148149,0.8518518518518517,0.8518518518518517,0.04935185185185176,features_first,"['features', 'discretize']",0.7778,0.7901234567901234,0.8148148148148149,0.8148148148148149,0.037014814814814834,features_first,"['features', 'discretize']",0.8148,0.8271604938271605,0.8148148148148148,0.8271604938271605,0.012360493827160535,discretize_first,"['discretize', 'features']"
suchitgupta60_imdb-data__movie_metadata.csv,5043,28,2700,45,0.9808787286479068,0.4642857142857143,0.0,0.42857142857142855,0.10714285714285714,5520874.821453904,53198116.842481025,5.293238577363669,106.88545049567786,0.017003767598651597,2.608584893902871,8.49094316850044,10.672929343373578,28,0,0.14285714285714285,0.10747104393960615,0.4438,0.4495340075351973,0.4495340075351973,0.4495340075351973,0.005734007535197316,Draw,"['discretize', 'features']",0.2528,0.4324806662700773,0.40928019036287927,0.4324806662700773,0.17968066627007728,discretize_first,"['discretize', 'features']",0.1785,0.4221693436446559,0.4269284156256197,0.4269284156256197,0.24842841562561968,features_first,"['features', 'discretize']"
vikasukani_diabetes-data-set__diabetes-dataset.csv,2000,9,0,1256,0.9999999999999444,0.2222222222222222,0.0,0.0,0.7777777777777778,40.14632555555555,34.77375391625646,0.5617374033808332,2.2126031849237737,0.013944444444444445,1.4499043273802659,1.8181565885802915,0.11179532590566277,9,0,0.0,0.044240802049774444,0.9945,0.9944952448700576,0.9944952448700576,0.9944952448700576,-4.755129942468628e-06,baseline,"['discretize', 'features']",0.8345,0.8560006783395089,0.8560006783395089,0.8560006783395089,0.02150067833950886,Draw,"['discretize', 'features']",0.757,0.7629953791872833,0.7629953791872833,0.7629953791872833,0.005995379187283323,Draw,"['discretize', 'features']"
spotifyclassification__data.csv,2017,17,0,0,0.9999999999999709,0.5882352941176471,0.0,0.11764705882352941,0.29411764705882354,16496.103001527375,21156.722407336823,0.3066190419548201,3.1192290595741894,0.0115352834242274,2.138851375910605,7.566922089607239,3.8787390459254056,17,0,0.23529411764705882,0.03346338073697134,0.8325,0.9256453572018207,0.9256453572018207,0.9256453572018207,0.09314535720182071,Draw,"['discretize', 'features']",0.7759,0.8334556829170499,0.8711083987829902,0.8711083987829902,0.09520839878299014,features_first,"['features', 'discretize']",0.8131,0.900388275666879,0.9063318120710395,0.9063318120710395,0.09323181207103948,features_first,"['features', 'discretize']"
kingburrito666_cannabis-strains__cannabis.csv,2351,6,280,1,0.9801502906563887,0.16666666666666666,0.0,0.8333333333333334,0.0,4.310633772862611,,-4.149090790095365,18.609626968076324,0.030625265844321566,5.27226109365236,7.762006386965796,8.991011674620108,6,0,0.3333333333333333,0.0279905448297619,0.4036,0.5567908836586998,0.526583717778299,0.5567908836586998,0.15319088365869976,discretize_first,"['discretize', 'features']",0.4428,0.5644379718681853,0.5644379718681853,0.5644379718681853,0.12163797186818531,Draw,"['discretize', 'features']",0.4512,0.5159512080694347,0.5155254950000434,0.5159512080694347,0.06475120806943474,discretize_first,"['discretize', 'features']"
nareshbhat_wine-quality-binary-classification__wine.csv,1599,12,0,240,0.9999999999999478,0.9166666666666666,0.0,0.08333333333333333,0.0,8.134219224515322,9.927488446359213,1.6815346984881572,8.279087779260486,0.010347376201034738,1.429749244930887,1.8536091349311559,0.14545072151670796,12,0,0.0,0.06911727321850768,0.7148,0.7166979362101312,0.7148217636022514,0.7166979362101312,0.0018979362101312347,discretize_first,"['discretize', 'features']",0.5766,0.6679174484052534,0.6591619762351469,0.6679174484052534,0.09131744840525335,discretize_first,"['discretize', 'features']",0.7098,0.7098186366479049,0.7304565353345841,0.7304565353345841,0.020656535334584114,features_first,"['features', 'discretize']"
nishan192_letterrecognition-using-svm__letter-recognition.csv,10000,17,0,441,0.9999999999999942,0.0,0.0,0.058823529411764705,0.9411764705882353,5.9209,0.43855020505779607,0.27832641369311045,0.6658974446845087,0.006549999999999999,1.7800732898718077,3.256856904495805,0.16803069050607103,17,0,0.0,0.0554178869056891,0.9576,0.9575500522903648,0.9575500522903648,0.9575500522903648,-4.994770963517858e-05,baseline,"['discretize', 'features']",0.9458,0.9457997922186099,0.9457997922186099,0.9457997922186099,-2.0778139009358654e-07,baseline,"['discretize', 'features']",0.6421,0.6420995856897824,0.6420995856897824,0.6420995856897824,-4.143102175779845e-07,baseline,"['discretize', 'features']"
birdy654_eeg-brainwave-dataset-feeling-emotions__emotions.csv,2132,2549,0,0,0.9999999999999998,0.9996076892899176,0.0,0.00039231071008238524,0.0,3698733411117.9688,2230328020438364.2,0.584313648175943,141.53916540753116,0.016108171512218685,0.8899124556919025,2.0684718258008092,0.2161848763325663,2549,0,0.0,0.10465817192328646,0.9831,0.9868656854394061,0.9831111375236888,0.9868656854394061,0.003765685439406141,discretize_first,"['discretize', 'features']",0.719,0.959664692326486,0.959664692326486,0.959664692326486,0.24066469232648602,Draw,"['discretize', 'features']",0.416,0.8986872948898266,0.9075843716777929,0.9075843716777929,0.49158437167779295,features_first,"['features', 'discretize']"
jrmistry_killed-or-seriously-injured-ksi-toronto-clean__KSI_CLEAN.csv,10000,56,3592,346,0.9935857142857124,0.03571428571428571,0.0,0.5357142857142857,0.42857142857142855,59479031.61710702,495683879.6501465,2.3628177312469427,30.2917092584767,0.01886153846153846,1.4063771561413074,6.665459187731834,1.8186119471363267,56,0,0.0,0.025982402635992892,1.0,1.0,1.0,1.0,0.0,baseline,"['discretize', 'features']",0.8049,1.0,1.0,1.0,0.19510000000000005,Draw,"['discretize', 'features']",0.8633,1.0,1.0,1.0,0.13670000000000004,Draw,"['discretize', 'features']"
imnikhilanand_heart-attack-prediction__data.csv,294,14,0,1,0.999999999999757,0.07142857142857142,0.0,0.6428571428571429,0.2857142857142857,10.496122448979591,3.1890970811375032,0.12339520020451471,-0.4924235686687046,0.0013605442176870747,1.3892971817526036,4.7747592015411,1.814838331426779,14,0,0.0,0.017656357279401007,0.7483,0.8299319727891157,0.826530612244898,0.8299319727891157,0.08163197278911571,discretize_first,"['discretize', 'features']",0.6088,0.8163265306122449,0.8129251700680272,0.8163265306122449,0.2075265306122449,discretize_first,"['discretize', 'features']",0.7075,0.826530612244898,0.826530612244898,0.826530612244898,0.11903061224489797,Draw,"['discretize', 'features']"
alihussain1993_lower-back-pain-symptoms-datasetlabelled__Dataset_spine.csv,310,13,0,0,0.9999999999997519,0.9230769230769231,0.0,0.07692307692307693,0.0,31.293896624736018,9.713650963472416,0.5675770349494577,2.9405187565064135,0.003494623655913978,1.77236046825974,2.193503449849837,0.26073401330836404,13,0,0.9230769230769231,0.03334006060278727,0.7074,0.8007841672890216,0.8007841672890216,0.8007841672890216,0.09338416728902155,Draw,"['discretize', 'features']",0.7235,0.7235187951207368,0.733352003983072,0.733352003983072,0.009852003983071955,features_first,"['features', 'discretize']",0.7722,0.7721558376898182,0.7786283295992034,0.7786283295992034,0.006428329599203364,features_first,"['features', 'discretize']"
mansoordaku_ckdisease__kidney_disease.csv,400,26,1009,0,0.9029807692306824,0.4230769230769231,0.0,0.5384615384615384,0.038461538461538464,57.762839580874186,37.29426238268283,0.0,-1.2000150000937506,0.009791666666666667,1.2021673639245878,4.239515089492558,1.1929399064360895,26,0,0.038461538461538464,0.07076872145532595,0.6536,0.8827105076123144,0.8776605693337821,0.8827105076123144,0.22911050761231444,discretize_first,"['discretize', 'features']",0.6031,0.8526727265926008,0.8801481315228369,0.8801481315228369,0.2770481315228369,features_first,"['features', 'discretize']",0.6333,0.8825608798114691,0.8377099465080612,0.8825608798114691,0.24926087981146916,discretize_first,"['discretize', 'features']"
sudalairajkumar_indian-startup-funding__startup_funding.csv,3044,10,4900,0,0.8390275952693548,0.0,0.0,0.9,0.1,1522.5,,0.0,-1.2000002590132568,0.0,4.686078635289653,7.709466862441292,5.751704072470528,10,1,0.1,-0.012285141719545017,0.3226,0.445138180416695,0.4724231854205329,0.4724231854205329,0.1498231854205329,features_first,"['features', 'discretize']",0.317,0.466163368020132,0.4638671084294426,0.466163368020132,0.14916336802013197,discretize_first,"['discretize', 'features']",0.2532,0.45566081428150396,0.5160838571979155,0.5160838571979155,0.2628838571979155,features_first,"['features', 'discretize']"
ravijonnalagadda_capstone-car-accident-serveity__Data_Collisions.csv,10000,38,55917,0,0.8528499999999978,0.10526315789473684,0.0,0.5789473684210527,0.3157894736842105,303845.21751451015,404083.55518647336,5.265089834435719,73.22872047622194,0.014574999999999998,1.8273815809577487,9.210063113103953,6.121806180650143,34,1,0.10526315789473684,0.07673095736364617,1.0,1.0,1.0,1.0,0.0,baseline,"['discretize', 'features']",0.5885,1.0,1.0,1.0,0.4115,Draw,"['discretize', 'features']",0.6949,1.0,1.0,1.0,0.30510000000000004,Draw,"['discretize', 'features']"
dipayanbiswas_parkinsons-disease-speech-signal-features__pd_speech_features.csv,756,755,0,1,0.9999999999999981,0.9920529801324504,0.0,0.0,0.007947019867549669,-23605742.88772308,236810548.13221848,2.259682298273916,63.16824995380433,0.014313746101825573,0.9933047703707026,2.302460099611593,0.4160806250853538,755,0,0.8450331125827815,0.10665093309256193,0.8214,0.8214285714285713,0.8214285714285713,0.8214285714285713,2.857142857126682e-05,Draw,"['discretize', 'features']",0.7302,0.8068783068783069,0.8082010582010581,0.8082010582010581,0.07800105820105818,features_first,"['features', 'discretize']",0.746,0.7896825396825397,0.7857142857142857,0.7896825396825397,0.043682539682539656,discretize_first,"['discretize', 'features']"
tbyrnes_advertising__advertising.csv,1000,10,0,0,0.9999999999999,0.3,0.0,0.4,0.3,9213.665063333334,5470.8469199344145,-0.08326812341672925,-1.145399413789888,0.0003333333333333333,3.608955833165736,6.907755278982134,6.083804067545854,10,0,0.5,0.0007021936713632554,0.964,0.9639969310627993,0.9639969310627993,0.9639969310627993,-3.068937200700894e-06,baseline,"['discretize', 'features']",0.645,0.9589889290488093,0.9609969250687813,0.9609969250687813,0.3159969250687813,features_first,"['features', 'discretize']",0.964,0.9650009290727853,0.9650009290727853,0.9650009290727853,0.0010009290727853726,Draw,"['discretize', 'features']"
rainbowgirl_clustering-categorical-peoples-interests__kaggle_Interests_group.csv,6340,219,1139339,159,0.17942252567592862,0.9908675799086758,0.0,0.0045662100456621,0.0045662100456621,1.166966345221252,1.1061601011927815,-0.002817879950386638,-0.0010464712314339794,8.89937197927821e-05,0.05287969832343276,1.7794457026007997,0.06832111674660728,71,0,0.0,0.028270871925583734,0.3144,0.33643930300076574,0.3370695711236607,0.3370695711236607,0.022669571123660692,features_first,"['features', 'discretize']",0.2727,0.2727131214420559,0.2727131214420559,0.2727131214420559,1.3121442055896715e-05,Draw,"['discretize', 'features']",0.2841,0.33517622956385834,0.32965836124616676,0.33517622956385834,0.05107622956385832,discretize_first,"['discretize', 'features']"
loveall_cervical-cancer-risk-classification__kag_risk_factors_cervical_cancer.csv,858,36,0,23,0.9999999999999676,0.0,0.0,0.7222222222222222,0.2777777777777778,2.723076923076923,2.6247896543368747,4.91034631457522,28.005932260438595,0.04114219114219114,0.6683574911299563,2.633601744364088,0.35767406547160857,36,0,0.0,0.12240400176720374,0.9534,0.9638694638694639,0.9638694638694639,0.9638694638694639,0.010469463869463902,Draw,"['discretize', 'features']",0.9347,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.02683846153846159,Draw,"['discretize', 'features']",0.8986,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.06293846153846161,Draw,"['discretize', 'features']"
tanay0948_churndata1__Churn_Modelling.csv,10000,14,0,0,0.9999999999999929,0.14285714285714285,0.0,0.21428571428571427,0.6428571428571429,1443019.5105880909,29887.788580147335,0.18795009617779035,-0.7000423538481398,0.0018272727272727273,1.8863003426782805,7.434633869260355,2.842906237353707,14,0,0.21428571428571427,-0.004602665266873364,0.639,0.8532999070752907,0.8545994371482739,0.8545994371482739,0.2155994371482739,features_first,"['features', 'discretize']",0.761,0.8342001866653371,0.8113989863293467,0.8342001866653371,0.07320018666533712,discretize_first,"['discretize', 'features']",0.7858,0.8298999066073374,0.8196997564183532,0.8298999066073374,0.044099906607337314,discretize_first,"['discretize', 'features']"
starcraft-ii-replay-analysis__starcraft.csv,3395,21,168,0,0.9976435935198681,0.8571428571428571,0.0,0.0,0.14285714285714285,4268.182727198671,8038.60851825571,1.651873555184222,7.532008721253602,0.012693737288729925,1.269733714399162,2.2732183928217924,0.2704935195041287,21,0,0.5238095238095238,0.07575361094854927,0.3909,0.399995990498001,0.39085771058477287,0.399995990498001,0.009095990498000972,discretize_first,"['discretize', 'features']",0.1891,0.34962961574390844,0.3519858490615162,0.3519858490615162,0.1628858490615162,features_first,"['features', 'discretize']",0.3673,0.37790129126792954,0.37790129126792954,0.37790129126792954,0.010601291267929525,Draw,"['discretize', 'features']"
shivam1901_pulsar-star__pulsar_stars.csv,10000,9,0,0,0.9999999999999889,0.8888888888888888,0.0,0.0,0.1111111111111111,33.89817720547053,31.590594244507464,1.8773525206226525,7.5497620454192695,0.019955555555555556,1.0844835001511353,1.6844565110027447,0.23701909855223707,9,0,0.6666666666666666,0.07658207011821588,0.9785,0.9785450888367415,0.9788244496591797,0.9788244496591797,0.00032444965917965973,features_first,"['features', 'discretize']",0.9706,0.9759190971058219,0.9761984579282602,0.9761984579282602,0.005598457928260192,features_first,"['features', 'discretize']",0.9433,0.9777628785339143,0.9758632249413343,0.9777628785339143,0.034462878533914276,discretize_first,"['discretize', 'features']"
dansbecker_melbourne-housing-snapshot__melb_data.csv,10000,21,8509,0,0.9594809523809479,0.5714285714285714,0.0,0.38095238095238093,0.047619047619047616,84357.03093936908,180308.6611468354,3.939175434863308,144.53098647600575,0.008892307692307692,1.9177531841083781,9.191311449214803,4.090092631452315,21,1,0.047619047619047616,0.0658654533208814,0.0077,0.011855626848392307,0.012076572495763051,0.012076572495763051,0.004376572495763051,features_first,"['features', 'discretize']",0.0025,0.005154715151912701,0.004712905200830499,0.005154715151912701,0.002654715151912701,discretize_first,"['discretize', 'features']",0.0026,0.007216565421467692,0.0061119998719325426,0.007216565421467692,0.004616565421467692,discretize_first,"['discretize', 'features']"
ishandutta_early-stage-diabetes-risk-prediction-dataset__diabetes_data_upload.csv,520,17,0,269,0.9999999999998869,0.0,0.0,0.9411764705882353,0.058823529411764705,48.02884615384615,,0.3284085204521293,-0.201387325192099,0.007692307692307693,0.7208608114318281,1.9037439536232719,0.09182994831967137,17,0,0.0,0.011817550219971142,0.975,0.9749961242885301,0.9749961242885301,0.9749961242885301,-3.875711469869536e-06,baseline,"['discretize', 'features']",0.8615,0.9269262286005359,0.9269262286005359,0.9269262286005359,0.06542622860053582,Draw,"['discretize', 'features']",0.8712,0.8904170265541603,0.8769516975616237,0.8904170265541603,0.019217026554160355,discretize_first,"['discretize', 'features']"
sloan-digital-sky-survey__Skyserver_SQL2_27_2018 6_51_39 PM.csv,10000,18,0,0,0.9999999999999944,0.5555555555555556,0.0,0.05555555555555555,0.3888888888888889,1.6956891587059158e+17,4.884663832897083e+17,0.49709879558838055,1.750391561413049,0.011041176470588235,1.3830683694103139,2.096464345841742,0.18825334661411613,16,0,0.4444444444444444,0.037656091671620456,0.9803,0.9888997897990158,0.9802990796980119,0.9888997897990158,0.008599789799015878,discretize_first,"['discretize', 'features']",0.7431,0.9893996898190119,0.9893996898190119,0.9893996898190119,0.24629968981901196,Draw,"['discretize', 'features']",0.4998,0.9870997597660186,0.9870997597660186,0.9870997597660186,0.4872997597660186,Draw,"['discretize', 'features']"
ranand60_binaryclassification__data.csv,10000,29,0,808,0.9999999999999966,0.0,0.0,0.0,1.0,162641.06556206898,220182.8556002204,33.30638045899099,2375.4720632520607,0.010106896551724137,0.17113295279297072,1.5507888373852916,0.10773672873213977,25,0,0.034482758620689655,0.12900948597579598,0.9957,0.995720000396584,0.995720000396584,0.995720000396584,2.0000396584007873e-05,Draw,"['discretize', 'features']",0.9021,0.9843399951873758,0.9806799807841596,0.9843399951873758,0.08223999518737579,discretize_first,"['discretize', 'features']",0.4096,0.9003799103185104,0.8696798966936777,0.9003799103185104,0.49077991031851037,discretize_first,"['discretize', 'features']"
xwolf12_malicious-and-benign-websites__dataset.csv,1781,21,1930,0,0.948397101681748,0.09523809523809523,0.0,0.3333333333333333,0.5714285714285714,2422.0349965939045,26422.341237236502,16.441886362988754,523.2263489925709,0.007459693591080453,1.6986561102978457,7.4849302832896605,4.898522677303033,21,1,0.047619047619047616,0.0769352422474008,1.0,1.0,1.0,1.0,0.0,baseline,"['discretize', 'features']",0.9529,0.9983155519973957,0.9988767192252297,0.9988767192252297,0.04597671922522972,features_first,"['features', 'discretize']",0.9001,0.9809023341906985,0.9809023341906985,0.9809023341906985,0.08080233419069849,Draw,"['discretize', 'features']"
ukveteran_survival-from-malignant-melanoma__melanoma.csv,205,8,0,0,0.9999999999993903,0.125,0.0,0.0,0.875,535.4631524390244,393.02711649873646,0.30279696926066074,-0.08392336188110322,0.0060975609756097554,1.3256805248378138,2.0792624825144683,0.2690270323418499,8,0,0.25,0.0208120713225779,0.4842,0.7850951974992895,0.751562944018187,0.7850951974992895,0.30089519749928945,discretize_first,"['discretize', 'features']",0.4587,0.7564649048025007,0.6932367149758454,0.7564649048025007,0.29776490480250073,discretize_first,"['discretize', 'features']",0.577,0.8047030406365444,0.7213697073032111,0.8047030406365444,0.22770304063654445,discretize_first,"['discretize', 'features']"
wpncrh_marginal-revolution-blog-post-data__cleanedmrdata.csv,10000,22,77,0,0.9996499999999955,0.09090909090909091,0.0,0.22727272727272727,0.6818181818181818,12.908164917995679,38.98786430602693,3.560362619128464,14.608726948855958,0.031047058823529407,1.707387023122746,9.201855403402613,8.443424195384788,22,1,0.045454545454545456,0.08445671151512255,0.9105,0.9105313814021164,0.9105313814021164,0.9105313814021164,3.138140211644824e-05,Draw,"['discretize', 'features']",0.8864,0.8904845306140134,0.8898601831927726,0.8904845306140134,0.004084530614013482,discretize_first,"['discretize', 'features']",0.8202,0.8960998062254265,0.8959437878152542,0.8960998062254265,0.07589980622542647,discretize_first,"['discretize', 'features']"
